track_name,artist_name,album_name,release_date,duration,song_popularity,album_img,track_uri,artist_uri,album_uri
Ain't That A Kick In The Head - 1997 Remaster,Dean Martin,At The Movies,2011-01-01,147293,52,https://i.scdn.co/image/ab67616d0000b2734d3ff72e140b46903b52765c,spotify:track:4qQ8sToR3GNossXlwSlyKz,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,spotify:album:6Dsdu27CRQNlDvs3jF7BLK
For All We Know,Nat King Cole,Love Songs,2003,196026,0,https://i.scdn.co/image/ab67616d0000b273efdabdf646803840706482e4,spotify:track:6sb2sdAfm02RGjRioPMYfb,spotify:artist:7v4imS0moSyGdXyLgVTIV7,spotify:album:1GSqKsUx5rrqofeRyCmIZm
At Last,Nat King Cole,Love Is The Thing,1957-08-01,179973,32,https://i.scdn.co/image/ab67616d0000b27374c6e45c552dd1ae33dc1056,spotify:track:6pLzRKiNpmNz53Eism3vyr,spotify:artist:7v4imS0moSyGdXyLgVTIV7,spotify:album:0M74fKKEBEFUSmiGbjIkps
Stardust,Nat King Cole,The Nat King Cole Story,1991-01-01,194040,51,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701,spotify:track:4YPYFUATiul0877A1HhSlW,spotify:artist:7v4imS0moSyGdXyLgVTIV7,spotify:album:3NoP1ifIejWkGSDsO9T2xH
In the Mood,Glenn Miller,Greatest Hits,1996-04-14,211586,56,https://i.scdn.co/image/ab67616d0000b273a3644583af503ce72dfa4673,spotify:track:6dZKWYSx5YBIme4SfpIHJ0,spotify:artist:2aAHdB5HweT3mFcRzm0swc,spotify:album:7GiFhLj7OY98QpRwmlVUl8
"(Sittin' On) The Dock of the Bay - Live At The Fillmore, San Francisco, CA - July 2008",Sara Bareilles,Between The Lines: Sara Bareilles Live At The Fillmore,2008-10-28,276880,43,https://i.scdn.co/image/ab67616d0000b273ef173aefbe532780f2cbab1d,spotify:track:4AwMZr3UOiZLbr4nIBEJE3,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,spotify:album:64QcWKPhmceNB4ULPq1l1o
La Vie En Rose - Single Version,Louis Armstrong,All Time Greatest Hits,1994-01-01,205973,0,https://i.scdn.co/image/ab67616d0000b2738496ba38d3eaaa0a076be39e,spotify:track:6BGu9IJlUza0h7YrTWElnD,spotify:artist:19eLuQmk9aCobbVDHc6eek,spotify:album:16niuq7vcf4QvnnrJO7yFc
Sue Me,Faith Prince,Guys and Dolls (New Broadway Cast Recording (1992)),1992-07-07,170106,28,https://i.scdn.co/image/ab67616d0000b27361363bbe22eefbd3b56a6d06,spotify:track:010wX6OFNp03pLxM6grGbg,spotify:artist:1lrPNYVtvuiB3lmOjbyJc9,spotify:album:7aVLz778h7j4o82KcAD2Ic
Nice 'n' Easy - Remastered,Frank Sinatra,Nice 'n' Easy (Remastered),1960-07,165760,54,https://i.scdn.co/image/ab67616d0000b2735084cb3fdc277a00c5ae18b6,spotify:track:5Z7bkW3dsu8jLdv3dEGxly,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,spotify:album:2Xp6c8OMMolIoix6KLyun2
I've Got The World On A String,Frank Sinatra,Ultimate Sinatra,2015-04-21,129813,49,https://i.scdn.co/image/ab67616d0000b273b19cb81319fbfd9ed54baeae,spotify:track:4LfgeOiPsAjDgDYSgmntCU,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,spotify:album:7gmak9ZGm10y4PtZa9SBQn
Come Dance With Me - 1998 Remastered,Frank Sinatra,Come Dance With Me! (Remastered),1959,151026,43,https://i.scdn.co/image/ab67616d0000b27375030531b99f5060604cb0de,spotify:track:46Wiqf4yrN7euMb5qf12Hf,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,spotify:album:2XgFfM6SNKtNLGcN3joZro
Come Fly With Me - Remastered 1998,Frank Sinatra,Come Fly With Me (Remastered),1958,199093,66,https://i.scdn.co/image/ab67616d0000b273068a5559744d17bd5e871740,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,spotify:album:66v9QmjAj0Wwhh2OpbU4BE
You're Nobody 'Til Somebody Loves You - Remastered/1997,Dean Martin,This Time I'm Swingin',1960,133933,59,https://i.scdn.co/image/ab67616d0000b2737167de1e674916f63defe96c,spotify:track:4WUcNkpoNSKoe5MUuyzrfC,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,spotify:album:6BzWacVGd1soCBPYzGRm2Y
(Get Your Kicks On) Route 66,Nat King Cole,The Nat King Cole Story,1991-01-01,176133,35,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701,spotify:track:6AlmudWNrmyqohVSV7Vgib,spotify:artist:7v4imS0moSyGdXyLgVTIV7,spotify:album:3NoP1ifIejWkGSDsO9T2xH
Cheek To Cheek,Ella Fitzgerald,Ella and Louis,1956-01-01,353266,0,https://i.scdn.co/image/ab67616d0000b273c44fd6c7bce08b332584f89f,spotify:track:1gcuhZPKmTYvn5VT5EZLR6,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,spotify:album:1rP6GkPbp6DvIW59005PnR
All The Cats Join In,Benny Goodman,The Best Of Benny Goodman,1997-01-01,262893,40,https://i.scdn.co/image/ab67616d0000b273786965f18ad7960240020a43,spotify:track:2BBD04jL8wOWW1e0jS52go,spotify:artist:1pBuKaLHJlIlqYxQQaflve,spotify:album:1I1E1ZUYFDK0Dn4DK5YmrH
Summer Wind,Frank Sinatra,Strangers In The Night (Expanded Edition),1966-05,178253,54,https://i.scdn.co/image/ab67616d0000b27350bb7ca1fe7e98df87ce41d9,spotify:track:2cI7j96n1rfv4RNKuri4or,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,spotify:album:1kyb5tomEXcA106V57puFW
The Very Thought Of You,Nat King Cole,The Very Thought Of You,1958,228693,50,https://i.scdn.co/image/ab67616d0000b2734844d89c57816f0fe6fdd02a,spotify:track:63tbczwYZv3Mctr064eQR4,spotify:artist:7v4imS0moSyGdXyLgVTIV7,spotify:album:485m39lSkx5THJKZCeM5fB
At Last,Etta James,At Last!,1960,179693,74,https://i.scdn.co/image/ab67616d0000b273b2229a8fdf377abaf3652624,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,spotify:album:7rd4PorIOPjPTy7qdUeeCt
Drinking Again - 2008 Remastered,Frank Sinatra,Nothing But The Best (Remastered),2008-01-01,195146,36,https://i.scdn.co/image/ab67616d0000b273b81d66d1416afa139d12767b,spotify:track:5393jrdpAwmkq1u0RbP4Wk,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,spotify:album:3i67sGIVw8EBlgfSRv3Lj2
Roxanne - Remastered 2003,The Police,Outlandos D'Amour,1978-11-02,191946,0,https://i.scdn.co/image/ab67616d0000b273a0d9850f293f0a27a24e289c,spotify:track:0SYRVn2YF7HBscQEmlkpTI,spotify:artist:5NGO30tJxFlKixkPSgXcFE,spotify:album:6EW7DSC8rjwBJIeAc1d7uQ
I Say a Little Prayer,Aretha Franklin,Aretha Now,1968-06-14,216773,74,https://i.scdn.co/image/ab67616d0000b27346c31f64babcbfca6e061b6b,spotify:track:3NfxSdJnVdon1axzloJgba,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok,spotify:album:55HZ2ectg1mMTEKDqIq3kC
I Won't Dance - Remastered,Frank Sinatra,A Swingin' Affair! (Remastered),1957-06,203173,41,https://i.scdn.co/image/ab67616d0000b273c7f0ec699936033ee1cb2c8d,spotify:track:09xhU22OFNhBqsDXt0ZVt6,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,spotify:album:5Jxf3eOoGvWDGg957iXEkj
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",Anthology,1985,438493,78,https://i.scdn.co/image/ab67616d0000b273472fbc1d5743c7d3c75b9ec0,spotify:track:1ko2lVN0vKGUl9zrU0qSlT,spotify:artist:05YVYeV4HxYp5rrWalvuE1,spotify:album:1lKYaRbV0AayVPss9i4oOp
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),1985-02-25,251488,86,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,spotify:album:3myPwaMYjdwhtq0nFgeG6W
Frustrated,R.LUM.R,Frustrated,2016-06-03,201463,0,https://i.scdn.co/image/ab67616d0000b273b3ca89a5a7aed184261b38e3,spotify:track:1N5j9dRZ3foNWwU4Zp0pbq,spotify:artist:7JBZN2pehWRUu3fX11lP2y,spotify:album:22I1D0zjOvt3oz5xmot6Ab
Love Again,Ta-ku,Songs To Make Up To,2015-07-10,316338,0,https://i.scdn.co/image/ab67616d0000b273c8d840a35fcfba31455674e2,spotify:track:2VVSfYOHNu4pCahfxvgyJR,spotify:artist:13Kd75NSHSp9lB4CaqPMOV,spotify:album:528uB5F8mSs0ArsynbMwyj
Losers,The Weeknd,Beauty Behind The Madness,2015-08-28,281173,28,https://i.scdn.co/image/ab67616d0000b273f9d69d6882604a93cdf222a9,spotify:track:7rZSFfDMDBjQAG2Hs9pnlG,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:7q6thErM1TVz3wu46kynOe
Better to Be Loved,Francesco Yates,Francesco Yates,2015-09-11,216160,13,https://i.scdn.co/image/ab67616d0000b2734c4b17f54d8894251463cb0a,spotify:track:15dlHHMiO1gnvAL3EMYk4r,spotify:artist:5X1JzPIIonP3u9lA580pPT,spotify:album:2YdVD7bGF4d5vrxtF3rjIq
Tilt Mode (feat. Gibbz),Exmag,Proportions,2014-01-15,218333,33,https://i.scdn.co/image/ab67616d0000b27372d699f71886b70a237223ec,spotify:track:2JvrwCONvIMmmtYXIZgl13,spotify:artist:3ubv8WIA649ar6dwEH6ATm,spotify:album:2XVyyz5OmN7YOuYwrorh67
Molasses,Hiatus Kaiyote,Choose Your Weapon,2015-05-01,289480,51,https://i.scdn.co/image/ab67616d0000b27365c29c4a590e9e9b03467c5a,spotify:track:2m6knc5tEfzVYwGY6GlCPm,spotify:artist:43JlwunhXm1oqdKyOa2Z9Y,spotify:album:3qzmmmRmVBiOuMvrerfW4z
Roses,Luke Christopher,TMRW,2015-09-11,186278,35,https://i.scdn.co/image/ab67616d0000b2733f0bd8f231c9b6433be929b1,spotify:track:3ZrEHDncOZhR1x8vPqWyMy,spotify:artist:787bCXOIvGeBw0Bc4kEjhD,spotify:album:6dgQDrfjCOe7E8ruh1ruWa
Honey Dove,Lee Fields & The Expressions,My World,2009-06-02,246573,54,https://i.scdn.co/image/ab67616d0000b2735c3ca0a711ccc10f37950046,spotify:track:1emxi7e5EWFsJmwSKTuUDH,spotify:artist:2bToe6WyGvADJftreuXh2K,spotify:album:7ElHdWPD6YbkbltJQgCiDc
Feel,Joe Hertler & The Rainbow Seekers,Terra Incognita (US Release),2015,211173,0,https://i.scdn.co/image/ab67616d0000b2735b2d126e4a652d5742db0af7,spotify:track:107TUAZ9LcqeTQFT8mHpaN,spotify:artist:2bqcjvd6ETkqubaQnx3OtS,spotify:album:4P9TY6hrnWyaiAw6E4CJIH
Location,Khalid,Location,2017-10-31,217566,55,https://i.scdn.co/image/ab67616d0000b27371b495ded6a7fff6eaabdcf9,spotify:track:1WIfWj5skn5UUZTs4cEFBe,spotify:artist:6LuN9FCkKOj5PcnpouEgny,spotify:album:5f4VQ4QMbjZLMfxL7RM5aE
Selfish,Jordan Rakei,Franklin's Room,2013-09-26,296985,49,https://i.scdn.co/image/ab67616d0000b2732bc3c499c2a4a2587f0973d0,spotify:track:7spQoEgL0sf2YVbsgbFaoA,spotify:artist:24icoQNJSEWNu3XvqKBR68,spotify:album:0TeslUs98D4Et90AiCOHQh
Breathe & Receive,Kensho,Breathe & Receive,2016-03-11,140184,25,https://i.scdn.co/image/ab67616d0000b273455005373165fcbc7066f622,spotify:track:69fJjoW9ztUqoGhxswGDOw,spotify:artist:2jcxsN1wOb2HO7Z2AGdjN3,spotify:album:6wm4ibWe3YQlLG7Azx1IU9
Blind Man,Xavier Omär,Blind Man,2018-07-27,242195,57,https://i.scdn.co/image/ab67616d0000b273a5d7485cce3f8fc663ad8ed9,spotify:track:0DQQRJ4sR3pxwom9L7D7QR,spotify:artist:3UjPnt2nRmw10N58bBeNOg,spotify:album:5CN0cIlAqXEKvG46FEHp0X
Found,Seramic,Found,2016-06-17,186195,25,https://i.scdn.co/image/ab67616d0000b2739bacd5881fff0192dc67d014,spotify:track:7pgnqCLy19mBLFPdQcs9pm,spotify:artist:0pu9LAsUMg8nhMK1hmiM5b,spotify:album:0QK8x0Y0ueuyWaepoCV9Bn
Unstoppable - FKJ Remix,Lianne La Havas,Unstoppable (FKJ Remix),2015-07-05,316304,49,https://i.scdn.co/image/ab67616d0000b2730786798fac9a15f293a62502,spotify:track:0mBe4dWMRLXvrAs8ixpmbp,spotify:artist:2RP4pPHTXlQpDnO9LvR7Yt,spotify:album:1vMuttrF2ICsgOJyt6e5ro
Easily,Bruno Major,Easily,2016-11-25,210240,0,https://i.scdn.co/image/ab67616d0000b27384930c5f264899c8519c567d,spotify:track:3TpXajg1nKzG3ngc9tBwrD,spotify:artist:0hDjKSKjl1DC7ovYTDJHe8,spotify:album:6q8ucEDesX2Tk4F864VcYB
Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,2017-06-09,266080,68,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,spotify:track:593W4qZOwwdqF6YnimJjL6,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,spotify:album:76290XdXVF9rPzGdNRWdCh
Jungle,H.E.R.,H.E.R.,2017-10-20,304653,56,https://i.scdn.co/image/ab67616d0000b273b5d9c8de465654c20d77305c,spotify:track:3C23UChONVCL0A3U9uWO5u,spotify:artist:3Y7RZ31TRPVadSFVy1o8os,spotify:album:0pV0Mx07aMApIpF19oSQgY
Laputa (Taylor McFerrin Remix feat. Anderson .Paak),Hiatus Kaiyote,"Recalibrations, Vol. 1",2016-05-16,244240,48,https://i.scdn.co/image/ab67616d0000b27350f3136b3ead0fcee80afbeb,spotify:track:5UFtKaL5KBumqv4tpgdm0p,spotify:artist:43JlwunhXm1oqdKyOa2Z9Y,spotify:album:7EWi5y6EgXcW1TuW81Y3Yi
405,The Main Squeeze,Without a Sound,2017-04-28,200332,0,https://i.scdn.co/image/ab67616d0000b273d6c714a6ad29f5f4c75dad3b,spotify:track:5rs912pmMraDxYdsUXG0YZ,spotify:artist:5I6ni4YWY0WJUs6rFqufxT,spotify:album:3RSy6EdUrks8IP8GVvy5e4
Rain,Dave B.,Punch Drunk,2015-10-30,229129,21,https://i.scdn.co/image/ab67616d0000b27380775d5c746ac1a53c89bdd8,spotify:track:0qsLL7siSkiFct040DX4VG,spotify:artist:5bfqwcEcRrMhtY9smw3IeJ,spotify:album:2NqLQcXntzS84s5asPT1uT
Falling (feat. Malika),Snakehips,All My Friends - EP,2016-04-15,219520,39,https://i.scdn.co/image/ab67616d0000b273813300e61b70247a43f54c53,spotify:track:7lQPebfYdc97DMfQxp4BiA,spotify:artist:2FwJwEswyIUAljqgjNSHgP,spotify:album:49qNfrOKcLAHwFboqm9VMO
Tadow,Masego,Lady Lady,2018-09-07,301893,75,https://i.scdn.co/image/ab67616d0000b273f1814f1b76df2fa196e4f45e,spotify:track:51rPRW8NjxZoWPPjnRGzHw,spotify:artist:3ycxRkcZ67ALN3GQJ57Vig,spotify:album:2wqG59dVVQlJaxoO7N0LJt
Money On Me (feat. Anderson .Paak),Snakehips,All My Friends - EP,2016-04-15,173706,36,https://i.scdn.co/image/ab67616d0000b273813300e61b70247a43f54c53,spotify:track:2X1v0cUbDZXzi21L0yAH79,spotify:artist:2FwJwEswyIUAljqgjNSHgP,spotify:album:49qNfrOKcLAHwFboqm9VMO
Fly - FKJ Remix,June Marieezy,Fly (The Remixes),2015-03-16,252000,50,https://i.scdn.co/image/ab67616d0000b2731e89bb7b71df51f9f9f54fe7,spotify:track:2cbWaw8K4fKvR9kgBg3ugq,spotify:artist:538d30rb03lrsD9u8Yipar,spotify:album:42kuwlXkfhDrH6mvH53EL7
"Shadow Man (feat. Phoelix, Smino & Saba)",Noname,Telefone,2016-08-12,311000,57,https://i.scdn.co/image/ab67616d0000b273e9ef4d0bab9c9bf9ef5d3f36,spotify:track:1h2LHhmyAXi8tPNLi806JA,spotify:artist:1EpyA68dKpjf7jXmQL88Hy,spotify:album:18Scpsg5OV1iYNtSaCsjwz
Free Fall,PEARSON,Free Fall,2016-10-14,203306,20,https://i.scdn.co/image/ab67616d0000b273afd37a14c9e2dc83bfbe626e,spotify:track:0uLUA3UGPqCGa69JUfAIdD,spotify:artist:3ZEShpvIO5BZMhrjmxNOk9,spotify:album:2uMY3AGVRXRt90fUqOQ6Ne
Heartbreak in a Box,Juice,Heartbreak in a Box,2018-05-11,253500,0,https://i.scdn.co/image/ab67616d0000b273ed1fca43161bd96802379a6b,spotify:track:3qoLDrovHrQnAr3LulWmBH,spotify:artist:0Rq1n6pHHHUQwXnCO8IF4E,spotify:album:5oJQt59YnnLy0MSQiL08qh
Lyk Dis,NxWorries,Yes Lawd!,2016-10-21,150760,0,https://i.scdn.co/image/ab67616d0000b27313160a2de88c7be0adebb043,spotify:track:322vI2bPcLJeDxltXD9hzD,spotify:artist:6PEMFpe3PTOksdV4ZXUpbE,spotify:album:0K3FiXt6ekJTWaUku3LpHL
Japanese Denim,Daniel Caesar,Get You - Single,2016-10-21,270846,77,https://i.scdn.co/image/ab67616d0000b273617c314e94693fad9a26f798,spotify:track:1boXOL0ua7N2iCOUVI1p9F,spotify:artist:20wkVLutqVOYrc0kxFs7rA,spotify:album:5qfhZ5YkZ4LhEUbYgjrWt6
Dark & Handsome,Blood Orange,Angel's Pulse,2019-07-12,153750,52,https://i.scdn.co/image/ab67616d0000b273c705e4061a1de1139ced6554,spotify:track:0Zgcv1wy4bRWpfsM27uPGK,spotify:artist:6LEeAFiJF8OuPx747e1wxR,spotify:album:3KLLRiCnqYvt78H52TeZ1k
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,Free Nationals,2019-12-13,277046,71,https://i.scdn.co/image/ab67616d0000b273d93501aba7bc1140aac628c6,spotify:track:0cciBj4236w1xByzZvn92D,spotify:artist:4596e2d3KmYzAeVenjCxfj,spotify:album:53oqFs4q8sfqH6IPiyleEN
Mutual Butterflies,Ryan Trey,august,2018-08-31,183875,62,https://i.scdn.co/image/ab67616d0000b2730857bee8a830829401a4af38,spotify:track:531MBHrtGF6nAkK4zUafi9,spotify:artist:5YHM0i7v5TqqibZhS0YiuX,spotify:album:7h1xc7a0GqmwkzOu29YbjD
Best View,bLAck pARty,Mango,2016-10-14,219213,0,https://i.scdn.co/image/ab67616d0000b2736cde65ace314e9f76a577917,spotify:track:3eKC3itDCNmKcqQVP4sb4Z,spotify:artist:4C9Tvlt8v7d8R6h98FgdUy,spotify:album:5huBh4ncSbQS0awxP3FyVW
Vibin' Out,FKJ,French Kiwi Juice,2017-03-02,311837,64,https://i.scdn.co/image/ab67616d0000b273b9fe968166411b66df1e69fd,spotify:track:6SEolIp22t0DzeBfCBo3hr,spotify:artist:2FwDTncULUnmANIh7qKa5z,spotify:album:0jJ7mMkCkTe7p9EJgSRxgi
Put Me Thru,Anderson .Paak,Malibu,2016-01-15,160760,55,https://i.scdn.co/image/ab67616d0000b273f8e77075414234fd77fce32b,spotify:track:70SjyVMzhmMeJQD8hOmIBp,spotify:artist:3jK9MiCrA42lLAdMGUZpwa,spotify:album:4VFG1DOuTeDMBjBLZT7hCK
GLOWED UP,KAYTRANADA,99.9%,2016-05-06,298026,0,https://i.scdn.co/image/ab67616d0000b27342c18fe458181bc13d08070a,spotify:track:33pDmPx2pkJ7JCAQpRDQ9B,spotify:artist:6qgnBH6iDM91ipVXv28OMu,spotify:album:1dZZh7PvVgce1DDsDPzy8Z
Heart Don't Stand a Chance,Anderson .Paak,Malibu,2016-01-15,312360,61,https://i.scdn.co/image/ab67616d0000b273f8e77075414234fd77fce32b,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf,spotify:artist:3jK9MiCrA42lLAdMGUZpwa,spotify:album:4VFG1DOuTeDMBjBLZT7hCK
Garden Shed (feat. Estelle),"Tyler, The Creator",Flower Boy,2017-07-21,223946,64,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,spotify:album:2nkto6YNI4rUYTLqEwWJ3o
Slowly,ODIE,Slowly,2020-01-30,187968,59,https://i.scdn.co/image/ab67616d0000b273dbc86fcf14a7bafc57826a91,spotify:track:3GGhyTPYDufku46UtvLTPi,spotify:artist:5aMIbwZQvP2MHPMVC5zCGj,spotify:album:2DTKy8cjrG6GIvDO4s3ljv
Dang! (feat. Anderson .Paak),Mac Miller,The Divine Feminine,2016-09-16,305350,74,https://i.scdn.co/image/ab67616d0000b2732e92f776279eaf45d14a33fd,spotify:track:5iUQMwxUPdJBFeGkePtM66,spotify:artist:4LLpKhyESsyAXpc4laK94U,spotify:album:6f6tko6NWoH00cyFOl4VYQ
D'Evils,SiR,November,2018-01-19,171818,64,https://i.scdn.co/image/ab67616d0000b2736892023452c99d13a58c7647,spotify:track:0wY9rA9fJkuESyYm9uzVK5,spotify:artist:3QTDHixorJelOLxoxcjqGx,spotify:album:5zdFKRmlSDwAMZ5NFVGbx9
Bernal Heights,Duckwrth,Bernal Heights,2017-07-07,275874,42,https://i.scdn.co/image/ab67616d0000b2731bf41526beda2172fc6e28dd,spotify:track:2LdbF40p7euLqEsaxpt70i,spotify:artist:6I3MElirhT5t6Kf7p0hGk9,spotify:album:6eVaPRRd1K0vbHAuQZc510
1 Slash Million,omniboi,1 Slash Million,2018-01-12,175031,38,https://i.scdn.co/image/ab67616d0000b2739fe393aaeab0be972a9f6d65,spotify:track:5RTtpMf7wUtSabXpHNYrpq,spotify:artist:3I4kM4D2rNnlG8JwEH5bHx,spotify:album:71bnCrHerfiaFfzEsuyhZO
Nayhoo,Chon,Homey,2017-06-16,171080,51,https://i.scdn.co/image/ab67616d0000b273a558127d4d7e41d35726fb9c,spotify:track:4WCgIZ1n7I6yRaAQ9GjS07,spotify:artist:2JFljHPanIjYy2QqfNYvC0,spotify:album:6KC06etxRkjUDzvfxU5sgA
Junior June,Redline Graffiti,Junior June,2014-02-11,280250,33,https://i.scdn.co/image/ab67616d0000b273ee74357bab6bed49192d570f,spotify:track:6SJR4uaSuETcW1nbzrVVqb,spotify:artist:4csEpRnp3PEklf5AHVLzfl,spotify:album:1rbSojioOHklAtmhxsHczx
Come Down,Anderson .Paak,Malibu,2016-01-15,169726,65,https://i.scdn.co/image/ab67616d0000b273f8e77075414234fd77fce32b,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,spotify:artist:3jK9MiCrA42lLAdMGUZpwa,spotify:album:4VFG1DOuTeDMBjBLZT7hCK
April 25th,Kadeem Tyrell,April 25th,2019-04-25,237818,49,https://i.scdn.co/image/ab67616d0000b273035ecc5240feb9b86ffe1217,spotify:track:7m7GYvmlFGEeVuxaRivcrX,spotify:artist:5EpRGVPs8i7MKQSCxLLauh,spotify:album:0VDnDFHJB9TdGYeWQdlaBw
Smoke,vbnd,Daughter of the Sun,2018-07-06,222115,49,https://i.scdn.co/image/ab67616d0000b27332175dbb68c3f1864f4f34d0,spotify:track:3KdqW7vrStW0VIp1Pfk0cq,spotify:artist:5KbEFz293OMDqqk9ajZKZV,spotify:album:3rQaTiH5vbjKcI0KoL1olN
I Won't Let Go,Ninjoi.,I Won't Let Go,2017-11-13,148571,29,https://i.scdn.co/image/ab67616d0000b273c29f25f5f6445f93ccee6f76,spotify:track:0Aqs2fnmzlHdKalv4DGj0p,spotify:artist:5L2CHkxMyK5JxdWzjKcI6K,spotify:album:2AFgHgoTEjij9Rfj7LKu1U
Don't Trust Nobody,Tony Thriller,Voices in My Head,2020-05-15,156013,0,https://i.scdn.co/image/ab67616d0000b273dbff83342ed9bafa5ab9c313,spotify:track:3BTTfv2pXfoI6By0VFjAzx,spotify:artist:77eYPd2PnhvGKJHFFMmbR7,spotify:album:2FEPEXpyyuKS106wXLmF5a
Indifferent,Rafa Rodriguez,Indifferent,2020-10-09,178156,37,https://i.scdn.co/image/ab67616d0000b273440d32705473c2252d45a73e,spotify:track:4YPYvh5tcfQ8iMaKd6pGE8,spotify:artist:1mrQsYPAYrYfbXc3nbGltq,spotify:album:2kTHjKSSD65FJ2JZInvxuL
Risk - Galimatias Version,FKJ,Risk (Galimatias Version),2020-05-08,208946,36,https://i.scdn.co/image/ab67616d0000b273405ccead4626be3e24758ff4,spotify:track:17Eb97v6hdjqA90PFGzZ04,spotify:artist:2FwDTncULUnmANIh7qKa5z,spotify:album:0egqgzKQC8ZUd9334OuSoA
Señorita,Justin Timberlake,Justified,2002-11-04,294866,67,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,spotify:track:0aj2QKJvz6CePykmlTApiD,spotify:artist:31TPClRtHm23RisEBtV3X7,spotify:album:6QPkyl04rXwTGlGlcYaRoW
Rock Your Body,Justin Timberlake,Justified,2002-11-04,267266,77,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,spotify:track:1AWQoqb9bSvzTjaLralEkT,spotify:artist:31TPClRtHm23RisEBtV3X7,spotify:album:6QPkyl04rXwTGlGlcYaRoW
Cry Me a River,Michael Bublé,Crazy Love,2009-10-06,254746,55,https://i.scdn.co/image/ab67616d0000b273f0cc194252888c6658c706ab,spotify:track:5i04Jy87RLxoZszJqY3QAN,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,spotify:album:3MXDonOIzrIrCh0HvlACyj
Me and Mrs. Jones,Michael Bublé,Call Me Irresponsible,2007-04-30,271786,56,https://i.scdn.co/image/ab67616d0000b2732ceedc8c879a1f6784fbeef5,spotify:track:30cwzvmxhBPdlD1g9efF0k,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,spotify:album:3h4pyWRJIB9ZyRKXChbX22
Listen to the Man,George Ezra,Wanted on Voyage,2015-01-20,183680,0,https://i.scdn.co/image/ab67616d0000b2738240d6cea0205babc6814007,spotify:track:1LVoScQOP4DfBRP1sST1wH,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,spotify:album:7L4ZwpSwKQCerDQv9C4O1M
Money On My Mind,Sam Smith,In The Lonely Hour,2014-05-26,192670,69,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae,spotify:track:5XX9oGZfgKMXdHnEp4t2JB,spotify:artist:2wY79sveU1sp5g7SokKOiI,spotify:album:08jWgM4vSkTose4blKBWov
679,William Singe,679,2015-09-17,116532,0,https://i.scdn.co/image/ab67616d0000b273aaa581cdf337946ef7af3a58,spotify:track:5u8a36gfNB7YSAi5M30a9G,spotify:artist:5exS0bytCYdixgv02DaCm3,spotify:album:3maMILIdoJzln1TKJ6QXA4
Chocolates & Roses,The Green,Hawai'i '13,2013-08-20,303013,0,https://i.scdn.co/image/ab67616d0000b2735bbe44f2afafe3392f38a04c,spotify:track:1bw3fTvPKyLKFIuJi84JUl,spotify:artist:5RkXaPxdZ8L7ERNgDZXlKh,spotify:album:1F9whx0ySPf74T4I6cabaM
Get to Know Me,Trevor Wesley,Get to Know Me,2014-02-15,242181,20,https://i.scdn.co/image/ab67616d0000b2733f26c1893279157efd3d418c,spotify:track:2cuI8nDDU0j5YH68XbwY7T,spotify:artist:5N9mXRQoidjsUWjowibwqw,spotify:album:2nt67ikXc9y8rB7BWSFYTA
