track_name,artist_name,album_name,release_date,duration,song_popularity,album_img,track_uri,artist_uri,album_uri
just friends,potsu,just friends,2018-07-17,172800,61,https://i.scdn.co/image/ab67616d0000b27380633f40a01edd4a99de4898,spotify:track:5Mn3siu0XehRb9kTEPqotX,spotify:artist:5XE0fiZWGbq9TcSuWwJ1fA,spotify:album:16Plc6F8ZjKVlaqEkbCKfr
Drifting Away,khai dreams,Summer Is Like a Dream,2017-08-26,192500,61,https://i.scdn.co/image/ab67616d0000b2730615d2becdd2ca14ea33b40a,spotify:track:6R5JpLDVRgRI6P2OQCjA4n,spotify:artist:0lawSNBxNgJFQYJnQzLH8c,spotify:album:1G3b6b8cpsmT4JRQCz49md
Another (Demo) One #2,Mac DeMarco,Another (Demo) One,2016-04-16,166833,65,https://i.scdn.co/image/ab67616d0000b273f8515e26f724792151663214,spotify:track:1LF3HPHVajnRT1mPCOqfOF,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,spotify:album:0ewX28ddLRkurAnlVqkp5V
Freaking Out the Neighborhood,Mac DeMarco,2,2012-10-16,173888,74,https://i.scdn.co/image/ab67616d0000b2739d377496c6bc8724b521222d,spotify:track:3HlK8txWAdtKMrbsqX40pl,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,spotify:album:2XgBQwGRxr4P7cHLDYiqrO
4 H 4 2,Smoothtrial42,4 H 4 2,2015-09-19,123750,53,https://i.scdn.co/image/ab67616d0000b2739ca9b90c5f572703bd7465a3,spotify:track:22nwCPwNJQDJZDPWxNzocZ,spotify:artist:1VmdEX3WDMgcTU1pxwyGXA,spotify:album:2sPZHBGfa7ll2oyBywN6RF
Quarterback,Wallows,Quarterback,2021-02-15,180386,64,https://i.scdn.co/image/ab67616d0000b273de492e47f8c0a42e92001f4b,spotify:track:2OwIGCjx7e7J1HHdAqIv21,spotify:artist:0NIPkIjTV8mB795yEIiPYL,spotify:album:1C51Uu0mo7y96PKMVKkNpU
Ryd,Steve Lacy,Steve Lacy's Demo,2017-02-24,140182,70,https://i.scdn.co/image/ab67616d0000b273a31dd5d96b9df819e331fdcb,spotify:track:3I8yVFjvJoOBM9tX4ZpxEL,spotify:artist:57vWImR43h4CaDao012Ofp,spotify:album:47DbvIExnHbqAhIuzBAO9W
Can I Call You Tonight?,Dayglow,Fuzzybrain,2019-11-14,278769,82,https://i.scdn.co/image/ab67616d0000b273ccd63af052f7e438c05f6c94,spotify:track:64lsIF5pw0sJY0gV5kz0RN,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,spotify:album:5PFzbdbZRNaoGLCHFPnmv3
Chandelier,Will Paquin,Vol. 1,2021-10-22,127464,65,https://i.scdn.co/image/ab67616d0000b27390e9742afd7c01c3d6bbab4f,spotify:track:3REELyDyt5SPKX2387Zubv,spotify:artist:0oouuXi8tdasgUgk520Jy6,spotify:album:4FV4yInzGNhC6iSh1kX1qF
More Than Friends,Aidan Bissett,More Than Friends,2020-09-26,183012,70,https://i.scdn.co/image/ab67616d0000b27362df4832757c638883ff823b,spotify:track:1Ph96WpdjNlwD6iKRE2Xa3,spotify:artist:4XQI4hyuy5xun1ou3SM8Oe,spotify:album:4enAteB9DBZD3W9jmAaYYc
Uuuu,Steve Lacy,The Lo-Fis,2020-12-04,90708,66,https://i.scdn.co/image/ab67616d0000b273c3545bbe806b845c2b52bc20,spotify:track:6M0EP76qW9TG4SNU0agu94,spotify:artist:57vWImR43h4CaDao012Ofp,spotify:album:6m5qlaMzLtNsQDj3DQY5ji
Swing Lynn,Harmless,I'm Sure,2012-08-14,321438,77,https://i.scdn.co/image/ab67616d0000b273d0e14b42f8e0f01124759cf0,spotify:track:3VCXx37jNGNOMns6z2OnvJ,spotify:artist:5dYGaoCO0iaUZKfl9K8Gtd,spotify:album:6KXHP4v4hYN887RGeQwc8b
Metamodernity,Vansire,Metamodernity,2019-06-11,162663,62,https://i.scdn.co/image/ab67616d0000b27341a0570bfa2206315f4eca34,spotify:track:61GiMDN1kUiEQK6zHGMdnx,spotify:artist:6ft7JnxMyZhp7N52qzHymY,spotify:album:5HkW3pBnVMbKRaWbizrIMN
If U Wanna Stay,Sweatcult,If U Wanna Stay,2018-11-23,208002,57,https://i.scdn.co/image/ab67616d0000b273463864a0773a14d82e57e73c,spotify:track:1UQlO5nyyxVbpNvoDk9fld,spotify:artist:31412uPiG5Il6jKLs4u2C4,spotify:album:4wYImiTe9BWpap3jnmPnpt
Lovers Rock,TV Girl,French Exit,2014-06-05,213920,76,https://i.scdn.co/image/ab67616d0000b2733cfca71bb96dacbb1c0fb2bf,spotify:track:1H7zdcRD0gLGQY0w5ejGgX,spotify:artist:0Y6dVaC9DZtPNH4591M42W,spotify:album:6WrxgVbi9Q96gV8tZMq3FH
you not the same,TileKid,you not the same,2021-03-05,128798,63,https://i.scdn.co/image/ab67616d0000b2733497a2d76707810970d08d9b,spotify:track:4txrAyGAWA9JqZzoNHiPRh,spotify:artist:7HaSqpaqnOWSaqvezpdhX4,spotify:album:2oWrvVt4fIMO5DEHXSUrhS
I Don't Know How To Love,The Drums,Portamento,2011,202053,54,https://i.scdn.co/image/ab67616d0000b273133102973816a5cd4f77a6e0,spotify:track:0MapHAOWC5xN9kypG84DUn,spotify:artist:0p5axeJsbtTCXBrRVoKjwu,spotify:album:0gi6GxcVnTUjOaFWozw9en
Dark Red,Steve Lacy,Dark Red,2017-02-20,173104,86,https://i.scdn.co/image/ab67616d0000b273263886a4992c39704c601409,spotify:track:37y7iDayfwm3WXn5BiAoRk,spotify:artist:57vWImR43h4CaDao012Ofp,spotify:album:5fvUFzgVEni3L7769OabqQ
Sofia,Clairo,Immunity,2019-08-02,188386,80,https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,spotify:artist:3l0CmX0FuQjFxr8SK7Vqag,spotify:album:4kkVGtCqE2NiAKosri9Rnd
What Once Was,Her's,Songs of Her's,2017-05-12,255067,76,https://i.scdn.co/image/ab67616d0000b273fc1bc1cf80c431c2bdbde601,spotify:track:1XrSjpNe49IiygZfzb74pk,spotify:artist:77mJc3M7ZT5oOVM7gNdXim,spotify:album:03gwRG5IvkStFnjPmgjElw
Alien Blues,Vundabar,Gawk,2015-07-24,155933,82,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71,spotify:track:11iIikXxC6NP0Ma8vMD27x,spotify:artist:1W4itxt3vwhmrgLEBuVHJ6,spotify:album:1vWOYk3hF5bgVUUUaPvYLh
Trigger Of Love,JAWNY,For Abby,2020-10-27,170023,65,https://i.scdn.co/image/ab67616d0000b273bf076bd9b8ad8facbb19f473,spotify:track:3soKdLpgZNCtYLRsnwxwfB,spotify:artist:25pd339V2rRJo84USlcSRP,spotify:album:7KHTE99FaDr8r7V8BZG7WN
School Rooftop,Hisohkah,School Rooftop,2020-12-07,167967,16,https://i.scdn.co/image/ab67616d0000b273906b88d6560e848418075940,spotify:track:01NKsiRIuQcgbXVZ4htZjT,spotify:artist:72y6MZHIPEyS64ACSCtIq6,spotify:album:1LuxL0bnzjpt2ZfBIPUFBS
Flaming Hot Cheetos,Clairo,Flaming Hot Cheetos,2017-06-14,123884,74,https://i.scdn.co/image/ab67616d0000b27390c00af3fd8de6b9f510c1b8,spotify:track:1F6IbA7di42uPc3cff8PXV,spotify:artist:3l0CmX0FuQjFxr8SK7Vqag,spotify:album:12pkuSY7Cy2sc5Ix0XIYIE
Infrunami,Steve Lacy,The Lo-Fis,2020-12-04,178328,76,https://i.scdn.co/image/ab67616d0000b273c3545bbe806b845c2b52bc20,spotify:track:0f8eRy9A0n6zXpKSHSCAEp,spotify:artist:57vWImR43h4CaDao012Ofp,spotify:album:6m5qlaMzLtNsQDj3DQY5ji
Cherry Wine,grentperez,Cherry Wine,2021-09-10,173286,74,https://i.scdn.co/image/ab67616d0000b27356de3e4a1c01185ad3225e63,spotify:track:1a1LrfgkTvfHFykIxcv8WU,spotify:artist:73BLwSX6gsNeVzS7DgI4xe,spotify:album:7rmnI5M8WN5TaK0pZkLV7J
Show Me How,Men I Trust,Show Me How,2018-02-28,215110,76,https://i.scdn.co/image/ab67616d0000b27340faefaf8ebe0e1564c60faa,spotify:track:01TyFEZu6mHbffsVfxgrFn,spotify:artist:3zmfs9cQwzJl575W1ZYXeT,spotify:album:75IgpYGNlc8KmwZ9FlTtJg
Hot Rod,Dayglow,Fuzzybrain,2019-11-14,204014,77,https://i.scdn.co/image/ab67616d0000b273ccd63af052f7e438c05f6c94,spotify:track:0zePbRMJ9sd7wsZRlbPQua,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,spotify:album:5PFzbdbZRNaoGLCHFPnmv3
The Loser,Verzache,The Loser,2016-07-29,131586,71,https://i.scdn.co/image/ab67616d0000b2731fba28ac3e634e6edc097243,spotify:track:0yTGQpPOgcsS8Xqp5bQO58,spotify:artist:59KX7XUUgAOOo5IyDjca0T,spotify:album:77bm4AHldCf4STieStlVJg
Some,Steve Lacy,Some,2016-10-31,118393,74,https://i.scdn.co/image/ab67616d0000b2737c0c6c1cfac7464b6211587d,spotify:track:4riDfclV7kPDT9D58FpmHd,spotify:artist:57vWImR43h4CaDao012Ofp,spotify:album:4POiurFeB5bDsF9yBwOxbh
Homage,Mild High Club,Skiptracing,2016-08-26,177493,79,https://i.scdn.co/image/ab67616d0000b27396bc7d5bd0b6488de76598ab,spotify:track:7DcJ6fEBb7BaKuYKTwiDxK,spotify:artist:5J81VungUjSVHxlPpTI9KG,spotify:album:6O9YDn12I4WQxUBQE9tpnN
Sensitive,Dreamer Isioma,Sensitive,2020-01-29,174720,72,https://i.scdn.co/image/ab67616d0000b2730c536c1ba5a0798e0b1de0ad,spotify:track:0oHEteATZnAZuA9dl1dXF3,spotify:artist:6u6AbTVrbabv27DLcSrF8i,spotify:album:2HDvWBKuYKKxgWz3LjzMte
Chateau (Feel Alright),Djo,Twenty Twenty,2019-09-13,272157,75,https://i.scdn.co/image/ab67616d0000b2731d65b13c3badde0a271957a6,spotify:track:41mclLjggl2nmbYpRisKrh,spotify:artist:5p9HO3XC5P3BLxJs5Mtrhm,spotify:album:4v3LUnHL01HzJC6Jol6FCv
Nice Boys,TEMPOREX,Care,2017-01-11,180800,66,https://i.scdn.co/image/ab67616d0000b27370318591e08f17f2d3eae060,spotify:track:6uuBSo3wXnosEWVXRzZDTf,spotify:artist:3BBCgZVbXFRzcnT1ewVfRt,spotify:album:2oMgmFgwsFMrWJFL4WJ14G
Velvet Light,Jakob,Velvet Light,2018-04-05,141587,65,https://i.scdn.co/image/ab67616d0000b273fd00952572454d7eeae911dd,spotify:track:41o2ydrj7Xm9Yt5odIBqq4,spotify:artist:4ub2v80S4RIceZRGnlhjTr,spotify:album:2FcWsB0E2mFpSQylxYgZXb
Sorry Not Sorry,Demi Lovato,Tell Me You Love Me,2017-09-29,203760,77,https://i.scdn.co/image/ab67616d0000b273f70868aec6eebfea4cd16c70,spotify:track:0yvPEnB032fojLfVluFjUv,spotify:artist:6S2OmqARrzebs0tKUEyXyp,spotify:album:5Mu891tmjTbt64meovPSuf
Tonight Is the Night,Outasight,Tonight Is The Night,2011-09-23,190000,47,https://i.scdn.co/image/ab67616d0000b273c6eec357a90fe339467d7b88,spotify:track:0tr0D36L1RwPdUTFfyNq37,spotify:artist:1zuG3w1Zgeou53fb3Vu3bO,spotify:album:2Fp7ppPgW31exiGzUiKqFs
Purple Lamborghini (with Rick Ross),Skrillex,Suicide Squad: The Album,2016-08-05,215510,54,https://i.scdn.co/image/ab67616d0000b273cb4ec52c48a6b071ed2ab6bc,spotify:track:1dDh5CNFdRHvkZxxy3CHAI,spotify:artist:5he5w2lnU9x7JFhnwcekXX,spotify:album:5rOHrnrRomvSJhQLGVtfJ8
Fake Love,Drake,More Life,2017-03-18,210937,75,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,spotify:track:343YBumqHu19cGoGARUTsd,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1lXY618HWkwYKJWBRYR4MK
Pursuit Of Happiness - Extended Steve Aoki Remix,Kid Cudi,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],2012-01-01,373626,76,https://i.scdn.co/image/ab67616d0000b273fe7908b7666690bf4e83ce14,spotify:track:5PX4uS1LqlWEPL69phPVQQ,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,spotify:album:38MFjDPIDJFfLF7IVpe1rv
Yo (Excuse Me Miss),Chris Brown,Chris Brown (Expanded Edition),2005,229040,71,https://i.scdn.co/image/ab67616d0000b273f9685817281327d5fecb244e,spotify:track:7DFnq8FYhHMCylykf6ZCxA,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:album:49gaz5rhWWgqCw61M9700v
Same Clothes As Yesterday (feat. Ciscero),GoldLink,At What Cost,2017-03-24,200774,38,https://i.scdn.co/image/ab67616d0000b2737bcd3cd54e8399ae38cc6e64,spotify:track:6AOcDjTt4jfe9ostQ6eAs7,spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ,spotify:album:18JrBX1QkpnUSJF3oxX6RX
BOP,DaBaby,KIRK,2019-09-27,159714,77,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,spotify:artist:4r63FhuTkUYltbVAg5TQnk,spotify:album:1NsTSXjVNE7XmZ8PmyW0wl
40oz,Polyphia,The Most Hated,2017-07-14,233818,60,https://i.scdn.co/image/ab67616d0000b273c87f0133365b6e731ce4fb6f,spotify:track:3v3VFa7Dt32gNR27jfw7DG,spotify:artist:4vGrte8FDu062Ntj0RsPiZ,spotify:album:0zFqkobYDLzAAHbK2lgc68
ON MY MIND,OddKidOut,ON MY MIND,2020-11-11,136363,48,https://i.scdn.co/image/ab67616d0000b273ad9dcc4964f7a30c39d11f00,spotify:track:0uGSjY067FHzjmGwOB2r0X,spotify:artist:6l6zabESz1QE4me8Cz3uux,spotify:album:5nnLRcOTdcqbEhggzz0yWX
Misguided Ghosts,Paramore,Brand New Eyes,2009-09-28,181506,57,https://i.scdn.co/image/ab67616d0000b273e01d7d558032457b0e4883f6,spotify:track:2VYqkb77OjToeRAnMNd4yU,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,spotify:album:27UqZoE1kV6sIV6uQcI28A
Puddle,Chon,Newborn Sun,2013-06-11,219584,40,https://i.scdn.co/image/ab67616d0000b273d5b74faea9b674237c1eff96,spotify:track:50GWQ6IwHfU6obzfQrBOzy,spotify:artist:2JFljHPanIjYy2QqfNYvC0,spotify:album:6gDHF6BrncxR8UlIuvfUpT
Drowsy,Banes World,Drowsy,2016-06-04,164027,59,https://i.scdn.co/image/ab67616d0000b27360e4a52cfc2d349a7f7b443d,spotify:track:430cjJPy3AiK5XM7AXEFnz,spotify:artist:5BCnLrqpwYtufR1bDWn0hG,spotify:album:4vXgAivMYDF9UCOvo0RmpW
Grey Skies,Kate Bollinger,A word becomes a sound,2020-08-21,164480,39,https://i.scdn.co/image/ab67616d0000b273fa6eb9cbff19d689c3f77afc,spotify:track:70yqCh9Mg5DnjrpKMlsCJs,spotify:artist:4eArh1v6UwBbKkjdgHCned,spotify:album:7zmEZWG9JfmB7lgg2SGgGu
Saw You In A Dream,The Japanese House,Saw You In A Dream,2017-06-30,208280,64,https://i.scdn.co/image/ab67616d0000b2734408ede3829b9cbcaea9f3b8,spotify:track:0U3u0HdRQjD8mAMYBak4Ok,spotify:artist:3IunaFjvNKj98JW89JYv9u,spotify:album:1x8SKoPwUTpOfc0w5gBPsk
North Face,ODIE,Analogue,2018-04-06,196799,69,https://i.scdn.co/image/ab67616d0000b273e8f1f55f14d93b24f7cf8d5e,spotify:track:63bAGRSSX2V1hhPSP2NpBC,spotify:artist:5aMIbwZQvP2MHPMVC5zCGj,spotify:album:1SgtXskC74No0x9a9iDlfw
Cooks,Still Woozy,Cooks,2017-07-16,174105,67,https://i.scdn.co/image/ab67616d0000b273fb4bf66f138bea721c221442,spotify:track:75TDPu9k7Yv3IovdYaNCwk,spotify:artist:4iMO20EPodreIaEl8qW66y,spotify:album:6P5uQurlsYMrmOgGRd3xpz
Hallucinogenics,Matt Maeson,Bank On The Funeral,2019-04-05,187173,69,https://i.scdn.co/image/ab67616d0000b273361d711120142f467651a312,spotify:track:6bLU8e0LGyztE9iD5DWBQ1,spotify:artist:7gHscNMDI8FF8pcgrV8eIn,spotify:album:3IQhe9N4j1tXTwKlhT2FsL
No Going Back,Yuno,Moodie,2018-06-15,208200,60,https://i.scdn.co/image/ab67616d0000b273064d581f15a748eb28c5d96e,spotify:track:356aM3w6i5v1cltIzOnVTP,spotify:artist:36BjLtXEXIifbRrfc1Rtqa,spotify:album:4XMQDHZSKpEg1UReRiMuJC
Fall In Love,Yuno,Moodie,2018-06-15,225973,45,https://i.scdn.co/image/ab67616d0000b273064d581f15a748eb28c5d96e,spotify:track:0l7TxCx9IXIfBjqG8tXytu,spotify:artist:36BjLtXEXIifbRrfc1Rtqa,spotify:album:4XMQDHZSKpEg1UReRiMuJC
Habit,Still Woozy,Habit,2019-12-12,153871,67,https://i.scdn.co/image/ab67616d0000b27388a4a43acf0d1901da9d2975,spotify:track:4BsLwvaJOTOHDNg7xMpvrL,spotify:artist:4iMO20EPodreIaEl8qW66y,spotify:album:2vIIWsslRiFHiHPWFTsdaE
Window,Still Woozy,Window,2020-04-17,139293,64,https://i.scdn.co/image/ab67616d0000b273fee5f7b500e33768601719bb,spotify:track:3hARuUtzTdUuWH1KiLJlSf,spotify:artist:4iMO20EPodreIaEl8qW66y,spotify:album:4JxgricHyH0BbMUaefAHfR
Maroon,Zoology,Maroon,2017-08-18,242022,34,https://i.scdn.co/image/ab67616d0000b273fcfc417f055245b50a5d2572,spotify:track:71X0rQKfFw7DX6wNc1DOtU,spotify:artist:3V1zHjaKSXKbaOEGNHjuPO,spotify:album:1Pq8H6ty25Ee3mQ97EALra
Part III,Crumb,Jinx,2019-06-14,222920,55,https://i.scdn.co/image/ab67616d0000b2736d9fb491fa8815157aa54a84,spotify:track:49ztutPq82dK8AYDO2OkN7,spotify:artist:4kSGbjWGxTchKpIxXPJv0B,spotify:album:6DxidEI7EhF8md8ev83iNY
Never Be Like You (feat. Kai),Flume,Skin,2016-05-27,234909,67,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,spotify:track:5WI2ltQIdwgzf1SNE76JyR,spotify:artist:6nxWCVXbOlEVRexSbLsTer,spotify:album:4NZWRpoMuXaHU7csTjWdB5
Now That We've Been in Love,Robotaki,The Grand Mirage,2020-03-27,197647,28,https://i.scdn.co/image/ab67616d0000b27345583b7bb7c6708e6eedc636,spotify:track:65plStr7vHyIvdOZXLk0s5,spotify:artist:5ar4zFgUQG1RsH8nhmjOeM,spotify:album:6NjPlUj1cAlMXtyAuIRl8J
Please Go Slowly,Karnaval Blues,Please Go Slowly,2019-09-13,286400,49,https://i.scdn.co/image/ab67616d0000b2735f34d23bd244179bad84caac,spotify:track:3OW2El3VLK4XwKXOLD6bBS,spotify:artist:4APHks5GcW1GrlfnSvL5O3,spotify:album:3rHytdnO8K3oYnIiSoCjHV
Suspicions,Larry Lovestein & The Velvet Revival,You,2012-11-21,220499,55,https://i.scdn.co/image/ab67616d0000b27307121ed2448be41a856778a8,spotify:track:4nRKMlLUK5sLa8lmuEA9iv,spotify:artist:3LTYeDqM0ojTaTpsi63puM,spotify:album:480YjUeLRvXFcbS2HeXfuU
Cotton Candy Lemonade,Blu DeTiger,How Did We Get Here?,2021-03-05,146875,46,https://i.scdn.co/image/ab67616d0000b2739413d9051a15cdb7e52adce8,spotify:track:4MyxoX7EMGA1Ndlbmlzj4Z,spotify:artist:5NyCIBCeU080ynEj33S4hC,spotify:album:05SVSMRmcL2ESnkwQFlgyt
Curls,Bibio,Curls,2019-02-06,197933,57,https://i.scdn.co/image/ab67616d0000b2730be3b334fe36351118f4a42c,spotify:track:3NLm801woJocONz1NmPJZR,spotify:artist:0qzzGu8qpbXYpzgV52wOFT,spotify:album:1cAlKAmWKhORglznBK7sup
spooktober,maxime.,‎whatevernowiscalled,2019-12-06,159910,33,https://i.scdn.co/image/ab67616d0000b273f6fcec15e6835c41b53a809d,spotify:track:3mgiWcK0SELpDihkZUvYxS,spotify:artist:4jd8Wp3Os5tXFV0NYm1570,spotify:album:5MXOZAi9yayRDijHRDUVQ5
Ladybug,Garçons,Be Human,2019-10-10,230727,44,https://i.scdn.co/image/ab67616d0000b27330a8f9f6c2ef7c6acfbea702,spotify:track:2XxZMORO6ThgSuC8OnVBgm,spotify:artist:0HAiMAa8lwFrKnEq55SLWe,spotify:album:218UehGTc5XhgIu2Q5XHOA
Astral Plains,Via Luna,Astral Plains,2016-05-20,268117,31,https://i.scdn.co/image/ab67616d0000b2738862b5a8cfbe9bf4a20894f7,spotify:track:6qHVgHYab9f6Jm23e9FUX0,spotify:artist:3qu0nHytyZet7JFUe2Afow,spotify:album:4wRbvixflDd3H9L9GFTMTw
Vacation,Still Woozy,Vacation,2017-05-25,233994,51,https://i.scdn.co/image/ab67616d0000b27356766fd2c7d603d4bbde4589,spotify:track:7Hy7Fgp3es9APBsQIzEF3V,spotify:artist:4iMO20EPodreIaEl8qW66y,spotify:album:6gHaOfifCiHxBhTqN0ZEFa
Heartbreak Pulsar,Trash Panda,The Starclimber,2018-02-09,177360,42,https://i.scdn.co/image/ab67616d0000b273bdc4eb647ab4c1204df33d84,spotify:track:3z2RkQCXGwLUFDvBrAXZl1,spotify:artist:5D9DTI3Knr64lYa3zDCpB7,spotify:album:6dABqYFmNSQl8VM6WfYw9H
Crave You,Flight Facilities,Down To Earth,2014-10-24,234786,63,https://i.scdn.co/image/ab67616d0000b273e040d158ab507a5fc62638ea,spotify:track:4ESWJepzBtY2lR9oZDYVaP,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM,spotify:album:5V8798yQx7GwVCXQTyIOJz
Never Know,DLG.,Never Know,2019-02-22,276164,40,https://i.scdn.co/image/ab67616d0000b2739016f227e11e7680bedf629c,spotify:track:3Y72u1Oyw8l1EAdM32f3hc,spotify:artist:6OjbjDH6ZfL9NWdioYibGP,spotify:album:2rMxIa0JS3vNAT2cbrMCUU
Johnny Bravo,Bobbing,Thank You for Singing to Me,2019-07-01,181788,36,https://i.scdn.co/image/ab67616d0000b273cf44a561016785c102181e24,spotify:track:78D0TaAz77x7fao26nulWX,spotify:artist:0hyUSoWsUbtXhzmY2JWObX,spotify:album:77RFHnBu62TodxGE5girDE
Save Your Tears,The Weeknd,After Hours,2020-03-20,215626,89,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,spotify:track:5QO79kh1waicV47BqGRL3g,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:4yP0hdKOZPNshxUOjY0cZj
Bombae Lemonade,extremely bad man,Love Is Pure,2018-07-13,221589,51,https://i.scdn.co/image/ab67616d0000b27346044e9c91691d9b38ba5291,spotify:track:1N6Jxuk0ESFDQsmdBsexIB,spotify:artist:5uPKpDpTOvt1ZOV8DLapRK,spotify:album:6pNdE82tcsmENf9YSSgIir
Runaway,AURORA,All My Demons Greeting Me as a Friend (Deluxe),2014,248826,74,https://i.scdn.co/image/ab67616d0000b273d3a757231b119bacf68b3ec2,spotify:track:0TCmhnbMpw5zwPsTvlXTJi,spotify:artist:1WgXqy2Dd70QQOU7Ay074N,spotify:album:0ltlJlYNzuXoMMv7fie9D9
Warned You,Good Morning,Shawcross,2014-11-14,136032,67,https://i.scdn.co/image/ab67616d0000b273de975cd8ad3c5f91e60e5818,spotify:track:3GahMRXI3rL2JVeSLZBRnF,spotify:artist:2kMzxA8edU05hvMFU493zJ,spotify:album:3KpFXHl7zzp0Cjvww3AUFs
Shine // Too BriiigHt,Leaf Man,Shine // Too BriiigHt,2019-07-01,245853,35,https://i.scdn.co/image/ab67616d0000b2733e2db42d8690a314fa08b67a,spotify:track:7DM3mWoYE8Nvb6et3qiKKl,spotify:artist:2tX06iu89nDoWBh0wUfqpO,spotify:album:6iaw5AQW7ay0y9Ll4e7e4N
Maybe,RICEWINE,Flood,2017-01-01,244990,51,https://i.scdn.co/image/ab67616d0000b27366c88d6cf7badd5bcc730a32,spotify:track:7sljA9XJXVCbbXLK5XpDtu,spotify:artist:6Vf4rmMsQbAwiCG00YeEI7,spotify:album:5OtuvumuyOk1s5kGJAk1bJ
That Groove,Westpark,That Groove,2017-08-25,226989,39,https://i.scdn.co/image/ab67616d0000b2736d2304cd688c27351a50a4df,spotify:track:1eaRk4vCrCTmc7Lz5hdQu0,spotify:artist:70jQ086ZBzH4094WO1BHDb,spotify:album:4iWJPQBO8dLwYYy512VRTL
i should probably get moving,boxboys,together,2019-05-03,135080,50,https://i.scdn.co/image/ab67616d0000b2739a73362785620a6e3dee2f23,spotify:track:0aTTTBHSFOQrOlSgi7AMto,spotify:artist:0Gz3QLw26RL5BtFXy1TIq9,spotify:album:0HqZcD35cfzJXiGJU0UuXC
ruminate,slenderbodies,komorebi,2019-09-20,193773,42,https://i.scdn.co/image/ab67616d0000b2736fb36b767889fd227d6d7ffc,spotify:track:5GA7lb2ezcO3K8YAuJ2eq6,spotify:artist:3S4d3YRNGg2OhnNm3QvfhA,spotify:album:6JZtYt3v32a9sTRxPlMZEn
Floors,Abhi The Nomad,Where Are My Friends,2015-10-14,210340,59,https://i.scdn.co/image/ab67616d0000b2730d1b1790f6679c2f6ff5fcf8,spotify:track:5YHMaDiaGGYs5QyJ2CBDXJ,spotify:artist:1gUi2utSbJLNPddYENJAp4,spotify:album:2HqaAo8WsKuWg7poJYAfNF
Atlanta Girls,Trash Panda,The Starclimber,2018-02-09,263191,53,https://i.scdn.co/image/ab67616d0000b273bdc4eb647ab4c1204df33d84,spotify:track:2JiOQUqMlUkwcbvv3rtSC9,spotify:artist:5D9DTI3Knr64lYa3zDCpB7,spotify:album:6dABqYFmNSQl8VM6WfYw9H
Train Song,Feist,Dark Was The Night (Red Hot Compilation),2009-02-16,182480,50,https://i.scdn.co/image/ab67616d0000b273a8fdb122e1797699af43c1e2,spotify:track:6qtd7bgsCE6Ioi2cv2vboK,spotify:artist:6CWTBjOJK75cTE8Xv8u1kj,spotify:album:1ZgPLRwQF58fsgciZl1PO4
Stay The Night - Featuring Hayley Williams Of Paramore / Zedd & Kevin Drew Remix,Zedd,Stay The Night (Featuring Hayley Williams Of Paramore / Zedd & Kevin Drew Remix),2013-01-01,243693,42,https://i.scdn.co/image/ab67616d0000b273c4620697905c39621b59deb7,spotify:track:2b0iF7MXjxr8yiCNX4izxz,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,spotify:album:2ByikKjNjpzYXkHf8HuLg2
Slowing Down,Bronze Whale,Slowing Down,2019-06-18,175500,47,https://i.scdn.co/image/ab67616d0000b2732fcf9994230a147cd3de98d5,spotify:track:3oGvRB0MAfPseLw39gVzGg,spotify:artist:448VwSmqc6SpRDqK5WYXIt,spotify:album:2lrfa5zP2yemij6X7P3ExK
6 ft.,Vindata,With Opened Eyes,2021-06-04,211304,47,https://i.scdn.co/image/ab67616d0000b273c6e5b1d8279540f445dd8d83,spotify:track:2jWPHVYIUa2Q8DrwFioX1C,spotify:artist:1Vxf1UfzcxqzqItoOA0DDT,spotify:album:5ECjc1swRz9eytd7z1TKkW
Eternally 12,Melanie Faye,Eternally 12,2019-02-01,241603,39,https://i.scdn.co/image/ab67616d0000b27379bcb448b24aa26cd2c58af3,spotify:track:6mEP1cofyVXsJ9oDAeaRIt,spotify:artist:4pcfFC9isxezJyTwbV1nIp,spotify:album:1cQ9w7Zzb53KdTyuswFh02
